question,response,source,tags,score,question_body
How to provide user name and password when connecting to a network share,"<p>You can either change the thread identity, or P/Invoke WNetAddConnection2. I prefer the latter, as I sometimes need to maintain multiple credentials for different locations. I wrap it into an IDisposable and call WNetCancelConnection2 to remove the creds afterwards (avoiding the multiple usernames error):</p>

<pre><code>using (new NetworkConnection(@""\\server\read"", readCredentials))
using (new NetworkConnection(@""\\server2\write"", writeCredentials)) {
   File.Copy(@""\\server\read\file"", @""\\server2\write\file"");
}
</code></pre>
",stackoverflow,"c#,.net,winapi,network-programming,passwords",225,"<p>When connecting to a network share for which the current user (in my case, a network enabled service user) has no rights, name and password have to be provided.</p>

<p>I know how to do this with Win32 functions (the <code>WNet*</code> family from <code>mpr.dll</code>), but would like to do it with .Net (2.0) functionality.</p>

<p>What options are available?</p>

<p><strong>Maybe some more information helps:</strong></p>

<ul>
<li>The use case is a windows service, not an Asp.Net application.</li>
<li>The service is running under an account which has no rights on the share.</li>
<li>The user account needed for the share is not known on the client side.</li>
<li>Client and server are not members of the same domain.</li>
</ul>
"
Why is SCTP not much used/known,"<p>Indeed, SCTP is used mostly in the telecom area. Traditionally, telecom switches use SS7 (<a href=""http://en.wikipedia.org/wiki/Signaling_System_7"" rel=""noreferrer"">Signaling System No. 7</a>) to interconnect different entities in the telecom network. For example - the telecom provider's subscriber data base(HLR), with a switch (MSC), the subscriber is connected too (MSC).</p>

<p>The telecom area is moving to higher speeds and more reachable environment. One of these changes is to replace SS7 protocol by some more elegant, fast and flexible IP-based protocol.</p>

<p>The telecom area is very conservative. The SS7 network has been used here for decades. It is very a reliable and closed network. This means a regular user has no access to it.</p>

<p>The IP network, in contrast, is open and not reliable, and telecoms will not convert to it if it won't handle at least the load that SS7 handles. This is why SCTP was developed. It tries:</p>

<ul>
<li>to mimic all advantages of the SS7 network accumulated over the decades.</li>
<li>to create a connection-oriented protocol better than TCP in speed, security, and redundancy</li>
</ul>

<p>The latest releases of Linux already have SCTP support.</p>
",stackoverflow,"network-programming,tcp,popularity,sctp",219,"<p>I recently checked out the book <a href=""http://www.kohala.com/start/unpv12e.html"" rel=""noreferrer"">""UNIX Network Programming, Vol. 1""</a> by Richards Stevens and I found that there is a third transport layer standard besides TCP and UDP: <em>SCTP</em>. </p>

<p>Summary: SCTP is a transport-level protocol that is message-driven like UDP, but reliable like TCP. Here is a <a href=""http://www.ibm.com/developerworks/linux/library/l-sctp/?ca=dgr-lnxw07SCTP"" rel=""noreferrer"">short introduction from IBM DeveloperWorks</a>.</p>

<p>Honestly, I have never heard of SCTP before. I can't remember reading about it in any networking books or hearing about it in classes I had taken. Reading <a href=""https://stackoverflow.com/search?q=SCTP"">other stackoverflow questions</a> that mentions SCTP suggests that I'm not alone with this lack of knowledge.</p>

<p><strong>Why is SCTP so unknown? Why is it not much used?</strong> </p>
"
TCP: can two different sockets share a port?,"<p>A <strong>server</strong> socket listens on a single port.  All established client connections on that server are associated with that same listening port <strong>on the server side</strong> of the connection.  An established connection is uniquely identified by the combination of client-side and server-side IP/Port pairs.  Multiple connections on the same server can share the same <strong>server-side</strong> IP/Port pair as long as they are associated with different <strong>client-side</strong> IP/Port pairs, and the <strong>server</strong> would be able to handle as many clients as available system resources allow it to.</p>
<p>On the <strong>client-side</strong>, it is common practice for new outbound connections to use a random <strong>client-side</strong> <code>ephemeral</code> port, in which case it is possible to run out of available client-side ports if you make a lot of outbound connections in a short amount of time. There is usually a momentary delay before a closed port is allowed to be reused, unless you utilize the <code>SO_REUSEADDR</code>/<code>SO_REUSEPORT</code> socket options on new connections.</p>
",stackoverflow,"sockets,tcp,network-programming,port",217,"<p>This might be a very basic question but it confuses me.</p>
<p>Can two different connected sockets share a port? I'm writing an application server that should be able to handle more than 100k concurrent connections, and we know that the number of ports available on a system is around 60k (16bit). A connected socket is assigned to a new (dedicated) port, so it means that the number of concurrent connections is limited by the number of ports, unless multiple sockets can share the same port. So the question.</p>
"
Simulating Slow Internet Connection,"<p>If you're running windows, <a href=""http://www.fiddler2.com/fiddler2/"" rel=""noreferrer"">fiddler</a> is a great tool.  It has a setting to simulate modem speed, and for someone who wants more control has a <a href=""http://fiddlerdelayext.codeplex.com/"" rel=""noreferrer"">plugin to add latency to each request</a>.</p>

<p>I prefer using a tool like this to putting latency code in my application as it is a much more realistic simulation, as well as not making me design or code the actual bits.  The best code is code I don't have to write.</p>

<p><em>ADDED</em>: This article at Pavel Donchev's blog on Software Technologies shows how to create custom simulated speeds: <a href=""http://donchevp.blogspot.com.es/2009/11/limiting-your-internet-connection-speed.html"" rel=""noreferrer"">Limiting your Internet connection speed with Fiddler</a>.</p>
",stackoverflow,"performance,network-programming",217,"<p>I know this is kind of an odd question. Since I usually develop applications based on the ""assumption"" that all users have a slow internet connection. But, does anybody think that there is a way to programmatically simulate a slow internet connection, so I can ""see"" how an application performs under various ""connection speeds""?</p>

<p>I'm not worried about which language is used. And I'm not looking for code samples or anything, just interested in the logic behind it.</p>
"
Detect network connection type on Android,"<p>If the problem is to find whether the phone's network is connected and fast enough to meet your demands you have to handle all the network types returned by <code>getSubType()</code>.</p>

<p>It took me an hour or two to research and write this class to do just exactly that, and I thought I would share it with others that might find it useful.</p>

<p>Here is a <a href=""https://gist.github.com/emil2k/5130324"" rel=""noreferrer"">Gist of the class</a>, so you can fork it and edited it.</p>

<pre><code>package com.emil.android.util;

import android.content.Context;
import android.net.ConnectivityManager;
import android.net.NetworkInfo;
import android.telephony.TelephonyManager;

/**
 * Check device's network connectivity and speed 
 * @author emil http://stackoverflow.com/users/220710/emil
 *
 */
public class Connectivity {

    /**
     * Get the network info
     * @param context
     * @return
     */
    public static NetworkInfo getNetworkInfo(Context context){
        ConnectivityManager cm = (ConnectivityManager) context.getSystemService(Context.CONNECTIVITY_SERVICE);
        return cm.getActiveNetworkInfo();
    }

    /**
     * Check if there is any connectivity
     * @param context
     * @return
     */
    public static boolean isConnected(Context context){
        NetworkInfo info = Connectivity.getNetworkInfo(context);
        return (info != null &amp;&amp; info.isConnected());
    }

    /**
     * Check if there is any connectivity to a Wifi network
     * @param context
     * @return
     */
    public static boolean isConnectedWifi(Context context){
        NetworkInfo info = Connectivity.getNetworkInfo(context);
        return (info != null &amp;&amp; info.isConnected() &amp;&amp; info.getType() == ConnectivityManager.TYPE_WIFI);
    }

    /**
     * Check if there is any connectivity to a mobile network
     * @param context
     * @return
     */
    public static boolean isConnectedMobile(Context context){
        NetworkInfo info = Connectivity.getNetworkInfo(context);
        return (info != null &amp;&amp; info.isConnected() &amp;&amp; info.getType() == ConnectivityManager.TYPE_MOBILE);
    }

    /**
     * Check if there is fast connectivity
     * @param context
     * @return
     */
    public static boolean isConnectedFast(Context context){
        NetworkInfo info = Connectivity.getNetworkInfo(context);
        return (info != null &amp;&amp; info.isConnected() &amp;&amp; Connectivity.isConnectionFast(info.getType(),info.getSubtype()));
    }

    /**
     * Check if the connection is fast
     * @param type
     * @param subType
     * @return
     */
    public static boolean isConnectionFast(int type, int subType){
        if(type==ConnectivityManager.TYPE_WIFI){
            return true;
        }else if(type==ConnectivityManager.TYPE_MOBILE){
            switch(subType){
            case TelephonyManager.NETWORK_TYPE_1xRTT:
                return false; // ~ 50-100 kbps
            case TelephonyManager.NETWORK_TYPE_CDMA:
                return false; // ~ 14-64 kbps
            case TelephonyManager.NETWORK_TYPE_EDGE:
                return false; // ~ 50-100 kbps
            case TelephonyManager.NETWORK_TYPE_EVDO_0:
                return true; // ~ 400-1000 kbps
            case TelephonyManager.NETWORK_TYPE_EVDO_A:
                return true; // ~ 600-1400 kbps
            case TelephonyManager.NETWORK_TYPE_GPRS:
                return false; // ~ 100 kbps
            case TelephonyManager.NETWORK_TYPE_HSDPA:
                return true; // ~ 2-14 Mbps
            case TelephonyManager.NETWORK_TYPE_HSPA:
                return true; // ~ 700-1700 kbps
            case TelephonyManager.NETWORK_TYPE_HSUPA:
                return true; // ~ 1-23 Mbps
            case TelephonyManager.NETWORK_TYPE_UMTS:
                return true; // ~ 400-7000 kbps
            /*
             * Above API level 7, make sure to set android:targetSdkVersion 
             * to appropriate level to use these
             */
            case TelephonyManager.NETWORK_TYPE_EHRPD: // API level 11 
                return true; // ~ 1-2 Mbps
            case TelephonyManager.NETWORK_TYPE_EVDO_B: // API level 9
                return true; // ~ 5 Mbps
            case TelephonyManager.NETWORK_TYPE_HSPAP: // API level 13
                return true; // ~ 10-20 Mbps
            case TelephonyManager.NETWORK_TYPE_IDEN: // API level 8
                return false; // ~25 kbps 
            case TelephonyManager.NETWORK_TYPE_LTE: // API level 11
                return true; // ~ 10+ Mbps
            // Unknown
            case TelephonyManager.NETWORK_TYPE_UNKNOWN:
            default:
                return false;
            }
        }else{
            return false;
        }
    }

}
</code></pre>

<p>Also make sure to add this permission to you AndroidManifest.xml</p>

<pre><code>&lt;uses-permission android:name=""android.permission.ACCESS_NETWORK_STATE""&gt;&lt;/uses-permission&gt;
</code></pre>

<p>Sources for network speeds include wikipedia &amp; <a href=""http://3gstore.com/page/78_what_is_evdo_mobile_broadband.html"" rel=""noreferrer"">http://3gstore.com/page/78_what_is_evdo_mobile_broadband.html</a></p>
",stackoverflow,"android,network-programming,wifi,connectivity",198,"<p>How do you detect the network connection type on Android?</p>

<p>Is it through <code>ConnectivityManager.getActiveNetworkInfo().getType()</code>, and is the answer limited to Wifi and mobile?</p>
"
Software threads vs hardware threads,"<p>Software threads are threads of execution managed by the operating system.</p>

<p>Hardware threads are a feature of some processors that allow better utilisation of the processor under some circumstances.  They may be exposed to/by the operating system as appearing to be additional cores (""hyperthreading"").</p>

<p>In Java, the threads you create maintain the software thread abstraction, where the JVM is the ""operating system"".  Whether the JVM then maps Java threads to OS threads is the JVM's business (but it almost certainly does).  And then the OS will be using hardware threads if they are available.</p>
",stackoverflow,"multithreading,hardware,java-threads",113,"<p>What is the difference between software threads, hardware threads and Java threads?</p>
<p>Are software threads, Java threads and hardware threads independent or interdependent?
I am asking this because, I know Java threads are created inside a process with in JVM (java.exe).</p>
<p>Also is it true that these different process are executed on different hardware threads?</p>
"
How should I get started on writing device drivers?,"<p>For Linux, you might look into picking up the O'Reilly <a href=""https://rads.stackoverflow.com/amzn/click/com/0596005903"" rel=""noreferrer"" rel=""nofollow noreferrer"">Linux Device Drivers</a> book or reading <a href=""http://lwn.net/Kernel/LDD3/"" rel=""noreferrer"">PDFs</a> online.  In my opinion, it is one of the better texts around on the subject.  </p>

<p><a href=""http://tldp.org/LDP/lkmpg/2.6/html/lkmpg.html"" rel=""noreferrer"">The Linux Kernel Module Programming Guide</a> is another good resource.</p>

<p>You may also want to pick up a book specifically on the Linux Kernel.  I picked up a copy of Robert Love's <a href=""https://rads.stackoverflow.com/amzn/click/com/0672327201"" rel=""noreferrer"" rel=""nofollow noreferrer"">Linux Kernel Development (2nd Edition)</a> for this purpose (<a href=""https://rads.stackoverflow.com/amzn/click/com/0672329468"" rel=""noreferrer"" rel=""nofollow noreferrer"">3rd Edition</a> on the way).</p>
",stackoverflow,"c,assembly,hardware,drivers",89,"<p>I would like to learn how to write device drivers because I think it would be fun. I use a Mac OS X Macbook, but I also have an Ubuntu machine (running on a Mac Min). I am pretty familiar with C and currently am reading <a href=""http://csapp.cs.cmu.edu/"" rel=""noreferrer"">this book</a>. I have found some links online such as <a href=""http://developer.apple.com/mac/library/referencelibrary/GettingStarted/GS_HardwareDrivers/index.html"" rel=""noreferrer"">Mac Dev Center</a>. I am doing this because it would be fun. I think there would be real gratification to see hardware operate because of software I wrote. </p>

<p>I guess what I would like is some tips or advice and guidance, and does anyone know of a list of devices that don't have drivers or can I write a driver for something that's already supported (would prefer the former so I'm actually providing value). What's a good device to get started with? Am I biting off more than I can chew? I'm not afraid of low level programming or assembly or whatever amount of effort is required. I'd like a challenge really!</p>
"
C# little endian or big endian?,"<p>C# itself doesn't define the endianness. Whenever you convert to bytes, however, you're making a choice. The <a href=""http://msdn.microsoft.com/en-us/library/system.bitconverter.aspx"" rel=""nofollow noreferrer"">BitConverter</a> class has an <a href=""http://msdn.microsoft.com/en-us/library/system.bitconverter.islittleendian.aspx"" rel=""nofollow noreferrer"">IsLittleEndian</a> field to tell you how it will behave, but it doesn't give the choice. The same goes for BinaryReader/BinaryWriter.</p>
<p>My <a href=""http://jonskeet.uk/csharp/miscutil"" rel=""nofollow noreferrer"">MiscUtil</a> library has an EndianBitConverter class which allows you to define the endianness; there are similar equivalents for BinaryReader/Writer. No online usage guide I'm afraid, but they're trivial :)</p>
<p>(EndianBitConverter also has a piece of functionality which isn't present in the normal BitConverter, which is to do conversions in-place in a byte array.)</p>
",stackoverflow,"c#,hardware,udp,endianness",71,"<p>In the documentation of hardware that allows us to control it via UDP/IP,
I found the following fragment:</p>

<blockquote>
  <p>In this communication protocol, DWORD is a 4 bytes data, WORD is a 2 bytes data,
  BYTE is a single byte data. The storage format is little endian, namely 4 bytes (32bits) data is stored as: d7-d0, d15-d8, d23-d16, d31-d24; double bytes (16bits) data is stored as: d7-d0 , d15-d8.</p>
</blockquote>

<p>I am wondering how this translates to C#?
Do I have to convert stuff before sending it over?
For example, if I want to send over a 32 bit integer, or a 4 character string?</p>
"
What is the difference between a 32-bit and 64-bit processor?,"<p>All calculations take place in the registers. When you're adding (or subtracting, or whatever) variables together in your code, they get loaded from memory into the registers (if they're not already there, but while you can declare an infinite number of variables, the number of registers is limited). So, having larger registers allows you to perform ""larger"" calculations in the same time. Not that this size-difference matters so much in practice when it comes to regular programs (since at least I rarely manipulate values larger than 2^32), but that is how it works.</p>

<p>Also, certain registers are used as pointers into your memory space and hence limits the maximum amount of memory that you can reference. A 32-bit processor can only reference 2^32 bytes (which is about 4 GB of data). A 64-bit processor can manage a whole lot more obviously.</p>

<p>There are other consequences as well, but these are the two that comes to mind.</p>
",stackoverflow,"64-bit,hardware,32bit-64bit,32-bit,processors",65,"<p>I have been trying to read up on 32-bit and 64-bit processors (<a href=""http://en.wikipedia.org/wiki/32-bit_processing"" rel=""noreferrer"">http://en.wikipedia.org/wiki/32-bit_processing</a>). My understanding is that a 32-bit processor (like x86) has registers 32-bits wide. I'm not sure what that means. So it has special ""memory spaces"" that can store integer values up to 2^32?</p>

<p>I don't want to sound stupid, but I have no idea about processors. I'm assuming 64-bits is, in general, better than 32-bits. Although my computer now (one year old, Win 7, Intel Atom) has a 32-bit processor. </p>
"
CUDA or FPGA for special purpose 3D graphics computations?,"<p>I investigated the same question a while back. After chatting to people who have worked on FPGAs, this is what I get:</p>

<ul>
<li>FPGAs are great for realtime systems, where even 1ms of delay might be too long. This does not apply in your case;</li>
<li>FPGAs can be very fast, espeically for well-defined digital signal processing usages (e.g. radar data) but the good ones are much more expensive and specialised than even professional GPGPUs;</li>
<li>FPGAs are quite cumbersome to programme. Since there is a hardware configuration component to compiling, it could take hours. It seems to be more suited to electronic engineers (who are generally the ones who work on FPGAs) than software developers.</li>
</ul>

<p>If you can make CUDA work for you, it's probably the best option at the moment. It will certainly be more flexible than a FPGA. </p>

<p>Other options include Brook from ATI, but until something big happens, it is simply not as well adopted as CUDA. After that, there's still all the traditional HPC options (clusters of x86/PowerPC/Cell), but they are all quite expensive.</p>

<p>Hope that helps.</p>
",stackoverflow,"hardware,cuda,fpga",59,"<p>I am developing a product with heavy 3D graphics computations, <strong>to a large extent closest point and range searches</strong>. Some hardware optimization would be useful. While I know little about this, my boss (who has no software experience) advocates FPGA (because it can be tailored), while our junior developer advocates GPGPU with CUDA, because its cheap, hot and open. While I feel I lack judgement in this question, I believe CUDA is the way to go also because I am worried about flexibility, our product is still under strong development.</p>

<p>So, rephrasing the question, are there any reasons to go for FPGA at all? Or is there a third option?</p>
"
Why is number of bits always(?) a power of two?,"<p>That's mostly a matter of tradition. It is not even always true. For example, floating-point units in processors (even contemporary ones) have 80-bits registers. And there's nothing that would force us to have 8-bit bytes instead of 13-bit bytes.</p>

<p>Sometimes this has mathematical reasoning. For example, if you decide to have an N bits byte and want to do integer multiplication you need exactly 2N bits to store the results. Then you also want to add/subtract/multiply those 2N-bits integers and now you need 2N-bits general-purpose registers for storing the addition/subtraction results and 4N-bits registers for storing the multiplication results.</p>
",stackoverflow,"architecture,hardware,theory,bit",57,"<p>We have 8-bit, 16-bit, 32-bit and 64-bit hardware architectures and operating systems. But not, say, 42-bit or 69-bit ones.</p>

<p>Why? Is it something fundamental that makes 2^n bits a better choice, or is just about compatibility with existing systems? (It's obviously convenient that a 64-bit register can hold two 32-bit pointers, or that a 32-bit data unit can hold 4 bytes.)</p>
"
Get a unique computer ID in Python on windows and linux,"<p>How about using the MAC address as unique id?</p>

<p>The discussion here <a href=""https://stackoverflow.com/questions/1750803/obtain-mac-address-from-devices-using-python"">Obtain MAC Address from Devices using Python</a> shows how to obtain the MAC address</p>
",stackoverflow,"python,hardware",57,"<p>I'd like to get an id unique to a computer with Python on Windows and Linux. It could be the CPU ID, the motherboard serial, ... or anything else.</p>

<p>I looked at several modules (pycpuid, psi, ...) without luck.</p>

<p>Any idea on how to do that?</p>
"
